id_siniestro,id_poliza,fecha_siniestro,monto_siniestro,estado,fecha_siniestro_dt,monto_siniestro_num,motivo_rechazo
2142,10758,2025-09-20,11722.12,Cerrado,,11722.12,fecha_invalida
2143,7049,09/01/2025,"14,263.63",,2025-09-01,14263.63,estado_nulo
2144,3429,14/10/2025,1670.77,Abierto,,1670.77,fecha_invalida
2145,2154,07-01-25,"-8.284,40",Abierto,,-8284.4,"fecha_invalida, monto_no_positivo"
2146,18485,2025-10-26,9261.89,Cerrado,,9261.89,fecha_invalida
2147,18198,2025/06/06,14907.53,,,14907.53,"fecha_invalida, estado_nulo"
2148,2733,2026/02/18,"325,67",Cerrado,,325.67,fecha_invalida
2150,22568,2025-01-20,3707.92,Abierto,,3707.92,fecha_invalida
2151,17498,25/08/2025,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2152,23495,2025/11/25,5511.11,Cerrado,,5511.11,fecha_invalida
2153,23172,08-09-25,7871.92,Cerrado,,7871.92,fecha_invalida
2154,5275,08/07/2025,nan,Cerrado,2025-08-07,,monto_nulo_o_no_numerico
2155,6403,01-02-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2156,16843,08-01-2025,nan,Rechazado,2025-01-08,,monto_nulo_o_no_numerico
2157,4386,24/01/2025,14883.66,Abierto,,14883.66,fecha_invalida
2159,3796,2025/10/23,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2160,17763,01-29-25,10933.93,,,10933.93,"fecha_invalida, estado_nulo"
2161,23253,26/08/2025,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2162,953,2025-09-01,"10,703.97",Cerrado,,10703.97,fecha_invalida
2163,22022,03-15-25,"11.882,41",,,11882.41,"fecha_invalida, estado_nulo"
2164,3580,04-18-25,"11.081,21",Rechazado,,11081.21,fecha_invalida
2165,22516,17/04/2025,"1.734,10",Abierto,,1734.1,fecha_invalida
2166,17272,2025-09-27,"5.817,24",Abierto,,5817.24,fecha_invalida
2167,20892,2025-01-15,"9,492.02",Abierto,,9492.02,fecha_invalida
2168,11975,27/07/2025,4716.66,Abierto,,4716.66,fecha_invalida
2169,920,2025-09-29,"12,524.67",Cerrado,,12524.67,fecha_invalida
2170,13440,30/09/2025,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2171,6484,2025-06-03,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2172,21824,16/02/2025,5061.04,Abierto,,5061.04,fecha_invalida
2173,8693,2025/05/25,1265.15,Cerrado,,1265.15,fecha_invalida
2175,21219,2025/03/07,"4.325,25",,,4325.25,"fecha_invalida, estado_nulo"
2177,12062,17-02-2025,nan,,2025-02-17,,"monto_nulo_o_no_numerico, estado_nulo"
2178,21517,09-22-25,13089.13,Abierto,,13089.13,fecha_invalida
2181,13324,15-10-2025,10971.72,,2025-10-15,10971.72,estado_nulo
2182,23939,01-02-26,7294.75,,,7294.75,"fecha_invalida, estado_nulo"
2183,14188,2025-03-15,1766.51,Abierto,,1766.51,fecha_invalida
2184,15946,01-11-25,"14.291,37",Cerrado,,14291.37,fecha_invalida
2185,13495,2025/02/27,11264.69,,,11264.69,"fecha_invalida, estado_nulo"
2186,22878,2025/12/29,8833.35,Rechazado,,8833.35,fecha_invalida
2187,6776,2025/03/16,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2188,19306,2025/08/16,"9.700,04",Abierto,,9700.04,fecha_invalida
2189,8604,20-12-2025,6396.32,,2025-12-20,6396.32,estado_nulo
2190,4196,10-23-25,14465.04,Cerrado,,14465.04,fecha_invalida
2191,15378,21/05/2025,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2192,7276,22-04-2025,-,Cerrado,2025-04-22,,monto_nulo_o_no_numerico
2193,23797,2025-09-17,4161.15,Cerrado,,4161.15,fecha_invalida
2194,24751,2025/06/21,5918.66,Rechazado,,5918.66,fecha_invalida
2195,20237,09-20-25,1798.81,,,1798.81,"fecha_invalida, estado_nulo"
2196,12443,05-05-25,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2198,10691,2025/12/05,389.29,Abierto,,389.29,fecha_invalida
2199,2655,2025/03/27,9652.50,,,9652.5,"fecha_invalida, estado_nulo"
2200,16302,2026/01/20,14998.98,,,14998.98,"fecha_invalida, estado_nulo"
2201,5693,10-25-25,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2202,13509,29/01/2025,"504,49",Cerrado,,504.49,fecha_invalida
2203,15184,13/09/2025,"13,556.80",Abierto,,13556.8,fecha_invalida
2204,21082,2025-09-15,2865.43,Cerrado,,2865.43,fecha_invalida
2207,23522,18/12/2025,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2210,9364,2025/08/19,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2211,24414,05-26-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2213,25745,2025/04/12,12529.36,Rechazado,,12529.36,fecha_invalida
2215,18283,2025/04/27,13042.84,,,13042.84,"fecha_invalida, estado_nulo"
2216,3983,2025/11/12,2450.01,Cerrado,,2450.01,fecha_invalida
2217,13829,2025-01-06,1165.66,Abierto,,1165.66,fecha_invalida
2218,2121,2026/01/22,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2219,3863,02/11/2025,nan,,2025-02-11,,"monto_nulo_o_no_numerico, estado_nulo"
2220,18997,06-01-25,450.11,,,450.11,"fecha_invalida, estado_nulo"
2221,8239,2025/06/15,10385.04,,,10385.04,"fecha_invalida, estado_nulo"
2223,19293,2025/06/03,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2224,848,12-05-25,2662.33,Cerrado,,2662.33,fecha_invalida
2225,3253,06-05-25,"2,803.56",Abierto,,2803.56,fecha_invalida
2226,13433,27-09-2025,"7.919,17",,2025-09-27,7919.17,estado_nulo
2227,3018,10-27-25,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2228,930,2026/02/23,"4,808.10",Abierto,,4808.1,fecha_invalida
2229,14124,29/10/2025,2738.54,Abierto,,2738.54,fecha_invalida
2231,22059,2025-09-26,"1.229,16",Cerrado,,1229.16,fecha_invalida
2232,22770,10-03-2025,8286.57,,2025-03-10,8286.57,estado_nulo
2233,15101,2025/08/14,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2234,14868,2025-12-27,8850.48,Cerrado,,8850.48,fecha_invalida
2235,14259,01-11-26,3508.83,Rechazado,,3508.83,fecha_invalida
2236,10881,2025/11/21,"2,672.13",Cerrado,,2672.13,fecha_invalida
2237,22146,2025/09/20,"4.335,72",Cerrado,,4335.72,fecha_invalida
2238,211,2025/05/14,"7,508.73",Abierto,,7508.73,fecha_invalida
2240,7847,13/06/2025,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2241,10744,2025-08-06,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2243,14886,02-11-26,"8.087,14",,,8087.14,"fecha_invalida, estado_nulo"
2244,22956,2025-09-12,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2246,2942,2025-06-02,7651.83,Abierto,,7651.83,fecha_invalida
2247,12378,24-06-2025,6324.65,,2025-06-24,6324.65,estado_nulo
2248,616,2025-03-08,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2249,16571,11-24-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2251,9394,12-17-25,14714.55,Abierto,,14714.55,fecha_invalida
2252,10643,2025/05/23,5223.28,Abierto,,5223.28,fecha_invalida
2253,2695,2025/05/15,12110.89,,,12110.89,"fecha_invalida, estado_nulo"
2254,10324,04/02/2025,-,Rechazado,2025-04-02,,monto_nulo_o_no_numerico
2255,12512,09/04/2025,-,Abierto,2025-09-04,,monto_nulo_o_no_numerico
2258,2702,2025/05/13,6564.88,Cerrado,,6564.88,fecha_invalida
2259,8275,2025/10/07,"4,289.11",Rechazado,,4289.11,fecha_invalida
2260,294,2026/01/11,1995.70,Abierto,,1995.7,fecha_invalida
2261,8965,07-08-2025,2877.21,,2025-08-07,2877.21,estado_nulo
2263,16248,2025-05-28,"2,521.11",,,2521.11,"fecha_invalida, estado_nulo"
2264,383,2025-07-20,"2.899,03",Abierto,,2899.03,fecha_invalida
2265,21457,14-11-2025,nan,Abierto,2025-11-14,,monto_nulo_o_no_numerico
2267,20025,23-08-2025,nan,Abierto,2025-08-23,,monto_nulo_o_no_numerico
2268,17149,01-24-25,3428.90,Cerrado,,3428.9,fecha_invalida
2269,11994,05-30-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2270,5262,30/06/2025,"2,698.98",,,2698.98,"fecha_invalida, estado_nulo"
2271,12807,04-01-2026,-,Abierto,2026-01-04,,monto_nulo_o_no_numerico
2272,25669,2025/04/08,14217.50,,,14217.5,"fecha_invalida, estado_nulo"
2273,19646,14/10/2025,3432.68,,,3432.68,"fecha_invalida, estado_nulo"
2274,10568,2025-09-28,"415,17",Abierto,,415.17,fecha_invalida
2275,14372,01-19-26,"9.050,27",Abierto,,9050.27,fecha_invalida
2277,16369,22/02/2025,"11,396.17",Cerrado,,11396.17,fecha_invalida
2278,778,08-08-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2281,9844,02-27-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2282,3087,08-24-25,8941.56,,,8941.56,"fecha_invalida, estado_nulo"
2283,23563,12-01-25,"11.492,11",Rechazado,,11492.11,fecha_invalida
2284,1716,2025-07-25,547.95,Abierto,,547.95,fecha_invalida
2285,9182,2026-02-05,10202.88,Cerrado,,10202.88,fecha_invalida
2286,629,2025/12/30,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2287,21733,2025-01-05,8114.46,Cerrado,,8114.46,fecha_invalida
2288,14167,24/07/2025,14910.27,Cerrado,,14910.27,fecha_invalida
2290,25693,14/09/2025,11619.68,Abierto,,11619.68,fecha_invalida
2292,9566,19/08/2025,14828.44,,,14828.44,"fecha_invalida, estado_nulo"
2293,11540,2025/07/24,"12.845,16",,,12845.16,"fecha_invalida, estado_nulo"
2294,3290,26/02/2025,"10.223,01",,,10223.01,"fecha_invalida, estado_nulo"
2295,22502,2025/09/26,3581.70,Abierto,,3581.7,fecha_invalida
2296,10408,2025-08-07,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2297,11624,02/11/2025,-,,2025-02-11,,"monto_nulo_o_no_numerico, estado_nulo"
2299,856,2025-03-04,"14,863.37",,,14863.37,"fecha_invalida, estado_nulo"
2300,9130,01-09-25,"13.014,92",Abierto,,13014.92,fecha_invalida
2301,19172,26-12-2025,-,Cerrado,2025-12-26,,monto_nulo_o_no_numerico
2302,25535,22-04-2025,nan,Cerrado,2025-04-22,,monto_nulo_o_no_numerico
2303,15169,2025/12/19,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2305,20381,2025-01-23,-7976.14,Cerrado,,-7976.14,"fecha_invalida, monto_no_positivo"
2306,511,2025-09-05,13692.83,,,13692.83,"fecha_invalida, estado_nulo"
2308,6162,2025/07/13,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2309,19908,2025-04-24,6094.35,Cerrado,,6094.35,fecha_invalida
2310,7070,10-24-25,"14.806,70",Cerrado,,14806.7,fecha_invalida
2311,7071,13/09/2025,6691.02,,,6691.02,"fecha_invalida, estado_nulo"
2312,8906,15/03/2025,"4.111,13",,,4111.13,"fecha_invalida, estado_nulo"
2313,5220,16-06-2025,12564.16,,2025-06-16,12564.16,estado_nulo
2314,207,2025/09/02,7575.95,Abierto,,7575.95,fecha_invalida
2317,18281,31/01/2025,"11.155,12",Rechazado,,11155.12,fecha_invalida
2318,19853,03-09-25,2723.10,Cerrado,,2723.1,fecha_invalida
2319,20905,2025-02-19,13151.98,Cerrado,,13151.98,fecha_invalida
2320,8405,2025/04/30,4382.48,Abierto,,4382.48,fecha_invalida
2321,15504,2025/05/20,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2322,9238,14/08/2025,12773.61,Cerrado,,12773.61,fecha_invalida
2323,20339,11-18-25,754.59,Cerrado,,754.59,fecha_invalida
2324,6083,2025/02/21,3266.86,Abierto,,3266.86,fecha_invalida
2325,13683,13/01/2026,8621.92,,,8621.92,"fecha_invalida, estado_nulo"
2327,22263,05-28-25,800.40,Cerrado,,800.4,fecha_invalida
2328,22652,2025-11-24,11791.18,,,11791.18,"fecha_invalida, estado_nulo"
2331,1474,15-03-2025,13036.46,,2025-03-15,13036.46,estado_nulo
2332,15055,02-12-26,2269.28,Abierto,,2269.28,fecha_invalida
2333,17559,2025/04/04,10801.93,Abierto,,10801.93,fecha_invalida
2334,9210,22-03-2025,"8.403,81",,2025-03-22,8403.81,estado_nulo
2336,9318,04-04-25,-,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2337,16616,31/01/2026,10442.64,Abierto,,10442.64,fecha_invalida
2338,21892,2025/09/17,"7,190.29",Cerrado,,7190.29,fecha_invalida
2339,10117,2025-09-19,7948.35,Cerrado,,7948.35,fecha_invalida
2342,24584,2025/09/23,3824.21,,,3824.21,"fecha_invalida, estado_nulo"
2343,4136,2025-04-09,"9,744.21",Rechazado,,9744.21,fecha_invalida
2344,12338,08-14-25,9750.47,Rechazado,,9750.47,fecha_invalida
2345,13756,07-19-25,2297.97,Cerrado,,2297.97,fecha_invalida
2346,21253,2025-01-04,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2347,12776,2026/01/28,10654.25,Cerrado,,10654.25,fecha_invalida
2348,3930,2025/11/18,"11,604.19",Cerrado,,11604.19,fecha_invalida
2349,760,2025-04-11,"7,023.30",Abierto,,7023.3,fecha_invalida
2350,15335,2025/07/26,12966.01,Abierto,,12966.01,fecha_invalida
2351,22211,04-16-25,13086.10,,,13086.1,"fecha_invalida, estado_nulo"
2352,20711,20/11/2025,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2353,858,20/11/2025,"9.445,29",,,9445.29,"fecha_invalida, estado_nulo"
2354,6864,21/01/2026,"11,051.50",,,11051.5,"fecha_invalida, estado_nulo"
2356,20455,01-15-26,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2357,1653,01-23-26,"6,707.44",,,6707.44,"fecha_invalida, estado_nulo"
2358,1622,01-02-2026,363.03,,2026-02-01,363.03,estado_nulo
2359,2943,07-21-25,783.16,,,783.16,"fecha_invalida, estado_nulo"
2360,3942,05-22-25,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2361,18633,30-10-2025,6979.70,,2025-10-30,6979.7,estado_nulo
2362,18186,11-19-25,8438.91,Cerrado,,8438.91,fecha_invalida
2363,2737,2025/05/09,"6.884,27",,,6884.27,"fecha_invalida, estado_nulo"
2364,25845,2025/08/20,"1,695.06",,,1695.06,"fecha_invalida, estado_nulo"
2365,21121,2025/06/02,"12.774,65",,,12774.65,"fecha_invalida, estado_nulo"
2366,10170,2025/08/26,3414.40,Cerrado,,3414.4,fecha_invalida
2367,19568,03-24-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2368,22622,2026/01/02,"348,66",,,348.66,"fecha_invalida, estado_nulo"
2369,11403,04-02-25,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2370,22837,02-21-25,"5.945,36",Cerrado,,5945.36,fecha_invalida
2372,18743,2025-05-13,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2373,9302,26/06/2025,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2376,10835,20/10/2025,"14.972,28",Cerrado,,14972.28,fecha_invalida
2377,8758,2025/10/24,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2378,5878,05-14-25,12931.40,Abierto,,12931.4,fecha_invalida
2379,13852,02-22-25,"6.190,29",,,6190.29,"fecha_invalida, estado_nulo"
2380,17263,03-08-25,1154.63,Rechazado,,1154.63,fecha_invalida
2381,14036,2026-01-05,"2.500,27",Cerrado,,2500.27,fecha_invalida
2382,15145,2025/04/25,314.53,Cerrado,,314.53,fecha_invalida
2383,15691,2025/03/23,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2384,9924,19-12-2025,11310.24,,2025-12-19,11310.24,estado_nulo
2385,22112,14-04-2025,nan,Abierto,2025-04-14,,monto_nulo_o_no_numerico
2387,24065,2025-02-25,3308.24,Cerrado,,3308.24,fecha_invalida
2388,23027,2025/06/13,14809.50,Rechazado,,14809.5,fecha_invalida
2390,8027,12-31-25,"1.121,61",,,1121.61,"fecha_invalida, estado_nulo"
2391,24460,05-16-25,"11.725,19",Abierto,,11725.19,fecha_invalida
2392,17405,04/07/2025,nan,,2025-04-07,,"monto_nulo_o_no_numerico, estado_nulo"
2393,22149,03-21-25,2011.44,Cerrado,,2011.44,fecha_invalida
2394,1520,02-25-25,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2395,7209,27/11/2025,10200.89,Abierto,,10200.89,fecha_invalida
2396,7983,24/02/2025,"5,007.92",Abierto,,5007.92,fecha_invalida
2397,19783,21/03/2025,9790.53,Abierto,,9790.53,fecha_invalida
2398,17641,2025-10-25,"7.746,44",Abierto,,7746.44,fecha_invalida
2399,7193,2025/10/04,7164.56,Cerrado,,7164.56,fecha_invalida
2402,11266,27/07/2025,14169.91,,,14169.91,"fecha_invalida, estado_nulo"
2404,21221,04-19-25,"14,029.64",Cerrado,,14029.64,fecha_invalida
2406,15740,2025-08-12,4078.50,Abierto,,4078.5,fecha_invalida
2407,23995,2025-07-18,8050.40,Abierto,,8050.4,fecha_invalida
2408,755,31/01/2026,4836.65,,,4836.65,"fecha_invalida, estado_nulo"
2409,16622,28-10-2025,nan,Rechazado,2025-10-28,,monto_nulo_o_no_numerico
2410,15022,06/10/2025,"6.031,84",,2025-06-10,6031.84,estado_nulo
2411,24991,08-17-25,"7,262.04",Cerrado,,7262.04,fecha_invalida
2413,23012,2025-04-25,9061.78,Abierto,,9061.78,fecha_invalida
2414,1517,24/07/2025,"6,475.06",Cerrado,,6475.06,fecha_invalida
2415,66,2025/03/13,11755.35,Abierto,,11755.35,fecha_invalida
2416,1078,08-04-25,5459.25,Rechazado,,5459.25,fecha_invalida
2418,16583,01/05/2025,"8.894,80",,2025-01-05,8894.8,estado_nulo
2419,1101,2025/06/04,"9.171,26",,,9171.26,"fecha_invalida, estado_nulo"
2421,7308,11/04/2025,nan,Abierto,2025-11-04,,monto_nulo_o_no_numerico
2422,24746,2026/01/06,2522.97,Abierto,,2522.97,fecha_invalida
2423,5465,04-18-25,"8.224,28",,,8224.28,"fecha_invalida, estado_nulo"
2424,22274,28-03-2025,6628.03,,2025-03-28,6628.03,estado_nulo
2425,24214,2025/02/14,4013.87,Abierto,,4013.87,fecha_invalida
2426,10280,2026-02-23,6207.54,Rechazado,,6207.54,fecha_invalida
2427,251,01-26-25,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2428,5206,08-02-2025,"5,634.12",,2025-02-08,5634.12,estado_nulo
2429,5224,2026-02-08,"378,08",Cerrado,,378.08,fecha_invalida
2430,25623,2025/08/28,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2432,18771,2025/07/20,2017.43,Abierto,,2017.43,fecha_invalida
2434,20992,2025/09/23,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2435,7115,12-25-25,"7,962.69",Abierto,,7962.69,fecha_invalida
2436,15786,22/07/2025,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2438,20113,2025/07/17,"9,676.33",Abierto,,9676.33,fecha_invalida
2439,13895,06-02-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2440,3564,2025/03/02,-,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2441,62,2025-02-19,1496.63,Abierto,,1496.63,fecha_invalida
2442,20778,2025/03/22,"5.879,43",Rechazado,,5879.43,fecha_invalida
2443,2790,17/12/2025,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2445,23615,06-07-2025,9415.52,,2025-07-06,9415.52,estado_nulo
2446,1205,04-30-25,"1,763.15",Abierto,,1763.15,fecha_invalida
2447,8840,2025-01-23,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2448,17507,10/02/2026,nan,,2026-10-02,,"monto_nulo_o_no_numerico, estado_nulo"
2449,23007,18/02/2026,9358.52,,,9358.52,"fecha_invalida, estado_nulo"
2450,17533,04/05/2025,-,Cerrado,2025-04-05,,monto_nulo_o_no_numerico
2451,14441,01-21-26,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2452,4667,2025/05/28,"1.727,42",Cerrado,,1727.42,fecha_invalida
2453,25762,16-12-2025,12799.54,,2025-12-16,12799.54,estado_nulo
2454,315,2025-06-20,"2,706.62",,,2706.62,"fecha_invalida, estado_nulo"
2455,6226,02-25-26,"11.691,36",,,11691.36,"fecha_invalida, estado_nulo"
2456,22714,05-29-25,4929.60,Abierto,,4929.6,fecha_invalida
2457,19031,07-09-25,6583.55,Abierto,,6583.55,fecha_invalida
2458,12074,2025/01/31,14637.58,Cerrado,,14637.58,fecha_invalida
2459,6830,2025-07-27,"6.391,22",Cerrado,,6391.22,fecha_invalida
2460,9157,10-25-25,2841.38,Cerrado,,2841.38,fecha_invalida
2461,4460,28-08-2025,nan,,2025-08-28,,"monto_nulo_o_no_numerico, estado_nulo"
2462,23286,01-01-25,12421.35,Cerrado,,12421.35,fecha_invalida
2463,19863,28/10/2025,14915.78,Abierto,,14915.78,fecha_invalida
2464,4246,11-10-25,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2467,24047,2025-10-27,831.44,,,831.44,"fecha_invalida, estado_nulo"
2468,1404,23/12/2025,"4.198,56",Abierto,,4198.56,fecha_invalida
2469,18400,2025-10-17,"10,605.84",Rechazado,,10605.84,fecha_invalida
2470,19870,24-02-2026,nan,Abierto,2026-02-24,,monto_nulo_o_no_numerico
2471,15609,2025/11/16,-,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2472,16259,01-31-26,6838.86,Abierto,,6838.86,fecha_invalida
2473,4813,2025/05/25,1377.24,Cerrado,,1377.24,fecha_invalida
2474,6772,11-13-25,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2476,12085,2025/07/02,1118.13,Rechazado,,1118.13,fecha_invalida
2477,25843,01-10-26,7696.83,Rechazado,,7696.83,fecha_invalida
2479,13560,2025-10-05,"2.479,30",Abierto,,2479.3,fecha_invalida
2480,14866,2025/12/25,"13,497.18",,,13497.18,"fecha_invalida, estado_nulo"
2481,7016,04-08-2025,-,,2025-08-04,,"monto_nulo_o_no_numerico, estado_nulo"
2482,1019,09-19-25,"5.005,97",Abierto,,5005.97,fecha_invalida
2483,9149,12-28-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2484,17787,2025/04/06,"6,775.93",Cerrado,,6775.93,fecha_invalida
2486,19872,2025-09-01,"7,863.24",Cerrado,,7863.24,fecha_invalida
2487,10983,19/01/2025,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2488,10412,2025-09-21,"3.906,19",Cerrado,,3906.19,fecha_invalida
2489,6196,04-08-25,"9.984,93",Abierto,,9984.93,fecha_invalida
2490,12511,04-11-25,12044.17,Abierto,,12044.17,fecha_invalida
2491,8021,2025-12-20,2814.81,Rechazado,,2814.81,fecha_invalida
2494,889,19/02/2025,13998.03,Cerrado,,13998.03,fecha_invalida
2495,23605,05/06/2025,nan,,2025-05-06,,"monto_nulo_o_no_numerico, estado_nulo"
2496,17445,2025/08/04,7228.95,Abierto,,7228.95,fecha_invalida
2497,23720,2025-12-08,10606.96,Abierto,,10606.96,fecha_invalida
2499,20298,2025-07-24,"10.616,77",Rechazado,,10616.77,fecha_invalida
2500,5749,2025/08/08,nan,,,,"fecha_invalida, monto_nulo_o_no_numerico, estado_nulo"
2501,6007,2025-10-13,11464.16,,,11464.16,"fecha_invalida, estado_nulo"
2503,23867,07-08-25,"8,508.74",Abierto,,8508.74,fecha_invalida
2504,24756,25-11-2025,-,,2025-11-25,,"monto_nulo_o_no_numerico, estado_nulo"
2505,11966,22/12/2025,9243.01,,,9243.01,"fecha_invalida, estado_nulo"
2506,13946,2025/08/10,8459.98,Cerrado,,8459.98,fecha_invalida
2507,15444,2025-10-29,"9.150,34",Abierto,,9150.34,fecha_invalida
2508,1754,23/04/2025,"7.770,40",,,7770.4,"fecha_invalida, estado_nulo"
2510,8058,04-06-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2511,12809,2025/10/14,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2512,2582,2026/02/04,"12,624.08",Rechazado,,12624.08,fecha_invalida
2513,2898,11-24-25,10512.50,Cerrado,,10512.5,fecha_invalida
2514,22830,2025-04-08,1219.12,,,1219.12,"fecha_invalida, estado_nulo"
2515,21053,03-25-25,"13.040,70",Rechazado,,13040.7,fecha_invalida
2516,17054,2025/12/31,"11.613,93",Abierto,,11613.93,fecha_invalida
2517,16849,2026-02-22,"12,403.79",Cerrado,,12403.79,fecha_invalida
2518,22891,2025-01-20,11735.78,Cerrado,,11735.78,fecha_invalida
2519,5197,2025/02/10,753.72,,,753.72,"fecha_invalida, estado_nulo"
2520,5030,2025-05-30,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2521,10837,01-29-26,9625.32,Cerrado,,9625.32,fecha_invalida
2524,9396,2025/01/18,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2525,22041,04-28-25,"807,52",Abierto,,807.52,fecha_invalida
2526,5668,11-28-25,11057.31,Cerrado,,11057.31,fecha_invalida
2527,13738,15/08/2025,1115.29,,,1115.29,"fecha_invalida, estado_nulo"
2528,19429,2025-05-02,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2529,14439,2025/08/16,"5,690.29",Cerrado,,5690.29,fecha_invalida
2530,22448,03-09-25,"7.889,28",,,7889.28,"fecha_invalida, estado_nulo"
2531,4616,24/11/2025,"3.980,52",Abierto,,3980.52,fecha_invalida
2532,4821,2025/02/11,10235.17,Cerrado,,10235.17,fecha_invalida
2533,5249,2025-12-29,nan,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2534,9782,2026/02/02,6497.59,Rechazado,,6497.59,fecha_invalida
2535,23657,10-05-25,nan,Cerrado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2536,9797,13/02/2026,-,Rechazado,,,"fecha_invalida, monto_nulo_o_no_numerico"
2537,18813,2025-12-13,3629.23,Abierto,,3629.23,fecha_invalida
2538,22630,2025-09-24,"2.396,34",,,2396.34,"fecha_invalida, estado_nulo"
2539,17283,2025-12-15,"1,791.99",Abierto,,1791.99,fecha_invalida
2541,20512,2025-10-26,nan,Abierto,,,"fecha_invalida, monto_nulo_o_no_numerico"
2542,1412,2025-07-12,11563.62,,,11563.62,"fecha_invalida, estado_nulo"
2543,22880,30/10/2025,10823.73,,,10823.73,"fecha_invalida, estado_nulo"
2544,24281,17-02-2026,"14.753,58",,2026-02-17,14753.58,estado_nulo
2545,13230,02-03-26,"9.721,53",,,9721.53,"fecha_invalida, estado_nulo"
